"","ensembl_transcript","extra","Length","hour00_rep1","hour00_rep2","hour00_rep3","hour04_rep1","hour04_rep2","hour04_rep3","hour08_rep1","hour08_rep2","hour08_rep3","hour14_rep1","hour14_rep2","hour14_rep3","gene_symbol"
"209","ENST00000296503","9_875_1502",630,653,700,694,1054,1107,926,1426,1679,1379,1294,957,1336,"HMGB2"
"210","ENST00000371627","4_380_3878",3526,319,274,289,475,487,387,692,704,754,1290,922,1072,"TNKS2"
"211","ENST00000322723","8_242_2372",2143,1737,1787,1628,1671,951,1372,1171,1186,1152,1284,1079,1304,"NCL"
"212","ENST00000529639","5_393_792",402,861,929,937,951,1003,948,1549,1816,1457,1281,1223,1759,"FAU"
"213","ENST00000360820","6_447_3225",2796,159,162,138,147.5,151.5,130,447.5,513.5,524.5,1281,971,1035.5,"SCYL2"
"214","ENST00000635101","1_189_2979",2809,159,162,138,147.5,151.5,130,447.5,513.5,524.5,1281,972,1035.5,"SCYL2"
"215","ENST00000369144","7_129_4275",4167,1238,1260,1095,977,535,923,862,890,904,1278,1043,1311,"EIF3A"
"216","ENST00000401722","7_151_1234",1091,790,843,816,821.5,772.83,749,1104.33,1190.5,1120.83,1276.83,927.5,1111.17,"SLC25A3"
"217","ENST00000633875","3_42_1077",1039,1,4,1,13,7,11,416,492,497,1274,1030,1104,NA
"218","ENST00000381298","6_314_3068",2768,441.99,454.41,387.08,423.91,377.83,366.08,639.07,713.91,702.24,1270.48,961.74,1059.57,"IL6ST"
"219","ENST00000040738","9_302_9290",9013,409,409,370,512,399,393,598,628,667,1268,933,1179,"BOD1L1"
"220","ENST00000449085","3_159_2421",2274,270,274.66,255.33,134,173,133.66,435.66,482.33,484.33,1265.98,1187.65,1257.31,"BRD2"
"221","ENST00000464167","5_166_598",438,903,1010,916.5,990.5,956,872,1217,1338,1081,1262,942.5,1081.5,"RPL35A"
"222","ENST00000448864","5_139_469",335,902,1010,916.5,989.5,956,872,1217,1337,1080,1262,942.5,1081.5,"RPL35A"
"223","ENST00000216727","8_182_1100",926,111.5,138.5,124.5,141,118,126.5,717.5,913,820,1257.67,1090.5,1278.5,"PABPN1"
"224","ENST00000356731","9_1537_2884",1358,981,997,919,847,766,875,729,788,678,1257,1107,1275,"HNRNPH1"
"225","ENST00000321394","11_348_1950",1612,554,571.5,537,551,543.5,510,721.5,850.5,737.5,1251.5,867,1070.5,"TCP1"
"226","ENST00000332624","7_769_3172",2415,827.5,881,808.5,1020.5,916.5,903,1071,1256,1056,1249,1070.5,1211,"TRAK2"
"227","ENST00000272298","11_159_606",452,1748,1799,1781,1599,1562,1392,1043,1185,1082,1248,866,1027,"CALM2"
"228","ENST00000300651","10_270_4968",4713,413,354,350,307,322,280,422,444,453,1242,1014,1027,"MED1"
"229","ENST00000283131","3_463_3619",3181,653,597,597,594,515,511,631,732,678,1241,1014,1129,"SMARCA5"
"230","ENST00000298767","9_474_4044",3587,415,401,347,509,485,431,647,677,656,1240,931,1025,"WAPL"
"231","ENST00000450979","2_301_1819",1520,12,17,14,154,138,110,769,796,900,1239,1174,1367,"KDM4E"
"232","ENST00000366955","7_169_9511",9362,2352,2341,2223,1979,1843,1638,1311,1269,1257,1228,833,1124,"CENPF"
"233","ENST00000361866","7_115_3199",3120,1406,1467,1385,1563,1445,1365,1578,1378,1545,1228,1038,1547,"COL6A1"
"234","ENST00000228318","7_121_1207",1094,741,789,768.5,766.5,729.83,703,1028.33,1128,1043.83,1226.33,906,1073.67,"SLC25A3"
"235","ENST00000557008","2_457_1321",872,117,135.5,119.5,134.5,114.5,122.5,614.5,773.5,730,1218.67,1070.5,1241.5,"BCL2L2-PABPN1"
"236","ENST00000621632","4_133_2710",2584,533,554,504,487,506,459,752,771,810,1218,992,1214,"DDX24"
"237","ENST00000210444","5_71_1148",1084,340,366,329,359,329,319,571,609,626,1215,1030,1302,"NANS"
"238","ENST00000572621","5_267_7272",7046,1286,1310,1255,1441,1603,1166,1169,956,1116,1213,1256,1306,"PRPF8"
"239","ENST00000433922","6_179_1436",1269,151.5,169,153,200,194.5,180.5,523,587,500.5,1201,963,1111,"BZW2"
"240","ENST00000428879","5_506_1394",894,344,348,334,385,342,383,649,764.5,702,1200,876.5,1005,"MMADHC"
"241","ENST00000257430","8_108_8586",8494,460,491,451,555,580,495,706,790,755,1198,884,1072,"APC"
"242","ENST00000325551","8_88_2290",2220,206.17,212.17,191.17,249.17,273.17,230.67,387.5,449.33,427.67,1195.83,866.5,943.17,"CTNNAL1"
"243","ENST00000381294","7_1_2572",2584,412.99,420.91,357.58,396.91,353.83,344.08,590.57,660.91,664.24,1191.48,906.24,989.07,"IL6ST"
"244","ENST00000302097","3_254_1880",1626,2,1,0,13,7,8,223,214,211,1191,968,1056,"ZNF280A"
"245","ENST00000274289","7_302_2357",2068,494.5,555,501.5,440.5,440,393.5,633,680.5,645.5,1189,841,1008.5,"PLK2"
"246","ENST00000617412","1_181_2194",2027,494.5,555,501.5,440.5,440,393.5,633,680.5,645.5,1189,841,1008.5,"PLK2"
"247","ENST00000444376","7_254_2672",2431,992,1028,946.5,900,822.5,742.5,970,931.5,947.5,1187.5,842.5,1023,"HNRNPU"
"248","ENST00000640218","1_231_2706",2488,992,1028,946.5,900,822.5,742.5,970,931.5,947.5,1187.5,842.5,1023,NA
"249","ENST00000243077","7_467_14099",13722,1940,1916,1780,2438,2399,1759,1522,1018,1483,1183,1218,1543,"LRP1"
"250","ENST00000262189","10_424_14953",14586,580,587,599,671,658,574,431,467,497,1178,1017,1034,"KMT2C"
"251","ENST00000264501","8_704_15389",14767,627,664,660,681,550,563,745,824,708,1170,871,975,"KIAA1109"
"252","ENST00000373886","7_5_2927",2944,201,223,180,232,221,205,321,335,310,1167,877,999,"BICC1"
"253","ENST00000337273","9_427_3121",2719,630.5,619,591,630,563,569,758.5,799.5,778.5,1166.5,894,1062,"TNPO1"
"254","ENST00000506351","6_78_2748",2694,630.5,619,590,630,563,569,758.5,799.5,778.5,1166.5,894,1062,"TNPO1"
"255","ENST00000421745","6_321_14706",14460,1086,1061,999,1047,951,907,761,776,769,1164,873,922,"BIRC6"
"256","ENST00000335181","9_105_1698",1602,1911.82,2195.41,2068.31,1948.99,1759.42,1846.05,1974.93,1994.23,1890.6,1157.97,1144.42,1334.11,"PKM"
"257","ENST00000256707","7_183_5496",5341,366,366,334,394,357,367,584,617,619,1157,916,1097,"KIDINS220"
"258","ENST00000449901","6_355_1903",1557,1908.12,2188.66,2063.75,1944.19,1755.64,1841.55,1970.58,1990.01,1883.29,1155.27,1143.72,1330.28,"PKM"
"259","ENST00000376911","1_883_1921",1051,1279,1277,1211,1262,1307,1160,1082,1080,945,1146,824,988,"ANXA1"
"260","ENST00000374595","8_81_2235",2172,197.17,200.67,182.17,236.17,262.67,219.67,369,429.33,405.17,1144.83,829,902.67,"CTNNAL1"
"261","ENST00000216554","7_728_1970",1253,706,776,656.75,538.25,565.25,460.5,544,615.75,610.75,1142.5,878.75,880.25,"EIF5"
"262","ENST00000296755","11_299_7703",7412,1745,1767,1623,1842,1611,1481,1041,970,1033,1137,923,1031,"MAP1B"
"263","ENST00000473835","6_91_3178",3116,412,413,331,409,394,327,322,354,332,1132,783,911,"U2SURP"
"264","ENST00000314607","10_81_4725",4675,521,591,588,589,567,485,579,575,552,1129,804,940,"ZMYM4"
"265","ENST00000371142","8_218_1985",1781,745,773,716,686,696,643,857,836,788,1129,750,861,"TM9SF3"
"266","ENST00000269122","7_275_5300",5058,1133.5,1139.5,1096,1127.5,1070,978,994.5,873.5,896,1127,871,1012,"CLTC"
"267","ENST00000621829","4_444_5481",5070,1133.5,1139.5,1096,1127.5,1070,978,994.5,873.5,896,1127,871,1012,"CLTC"
"268","ENST00000196061","4_28_2209",2201,1697,1919,1728,1781,1884,1540,1758,1608,1784,1121,1164,1484,"PLOD1"
"269","ENST00000461166","5_595_2560",1971,517,539,480,846,935,846,1185,1282,1182,1121,882,1021,"TIPARP"
"270","ENST00000295888","8_430_10987",10621,595,634,630,647,652,584,603,536,596,1111,875,1024,"WDFY3"
"271","ENST00000245185","5_704_758",56,12738,13734.5,13550,12902,12846.5,12444,9082.5,9364,7425,1106,959,1355.5,"MT2A"
"272","ENST00000356847","8_402_7029",6650,421.5,443,353.5,419.5,370.5,365.5,576,639,633.5,1104,799,945.5,"GOLGA4"
"273","ENST00000361924","6_477_7065",6611,415.5,437,350.5,419.5,368.5,360.5,571,632,631.5,1102,793,935.5,"GOLGA4"
"274","ENST00000281928","7_208_6838",6660,659,675,567,783,768,685,747,858,788,1100,1045,1106,"MED13L"
"275","ENST00000260818","10_249_6978",6785,531,588,485,500,459,450,518,580,494,1096,786,945,"DNAJC13"
"276","ENST00000311669","12_95_1583",1494,175,198,169,190,218,191,693,796,770,1091,921,1151,"ADPGK"
"277","ENST00000394709","2_77_1994",1919,112,122,118,157,158,130,577,605,572,1088,1201,1551,"HSPA2"
"278","ENST00000308683","2_128_1559",1436,105,131,101,414,421,387,1010,1100,1064,1088,1004,1297,"ZNF622"
"279","ENST00000394936","7_155_1727",1585,759,871,858,805,786,717,1030,976,1006,1082,1117,1314,"PSAP"
"280","ENST00000264380","8_624_6453",5868,183.33,225,220.5,230.67,266.5,235.5,405.17,450.17,431.33,1079,917.83,999.83,"PIKFYVE"
"281","ENST00000347512","7_135_450",319,1764,1994,1870,1943,1894,1761,2197,2355,1961,1076,1058,1585,"RPL36"
"282","ENST00000224140","5_184_8215",8054,552,581,546,485,408,370,436,447,442,1075,780,915,"SETX"
"283","ENST00000360538","6_319_3253",2934,201,242,223,524,483,481,1435,1426,1357,1073,666,910,"TOPORS"
"284","ENST00000379747","8_119_2627",2530,656,585.25,559.53,641.61,632.78,557.12,789.54,765.71,776.22,1072.01,788.27,904.36,"POSTN"
"285","ENST00000379743","8_25_2452",2448,656,585.25,559.53,640.61,631.78,556.12,789.54,764.71,775.22,1070.51,788.27,903.36,"POSTN"
"286","ENST00000398136","6_422_1046",628,623,660,534,583,648,515,763,833,770,1069,770,966,"TMEM123"
"287","ENST00000320717","7_262_2266",2023,176.5,170.5,185.5,240,225.5,219,611.5,654.5,623.5,1069,738.5,867.5,"GLS"
"288","ENST00000379749","8_36_2460",2445,652.75,582.75,558.28,639.86,630.03,555.62,787.04,763.46,774.47,1068.51,786.77,900.86,"POSTN"
"289","ENST00000360467","5_307_5443",5184,1307,1407.5,1349.5,1404,1268,1224,1473.5,1361,1397.5,1067.5,1033,1348.5,"COL4A2"
"290","ENST00000541179","5_119_2462",2363,652.75,582.75,558.28,638.86,629.03,554.62,787.04,762.46,773.47,1067.01,786.77,899.86,"POSTN"
"291","ENST00000297185","7_127_2164",2053,750,768,806,741,655,630,731,749,693,1062,873,1072,"HSPA9"
"292","ENST00000286091","8_234_2169",1944,1278,1321,1273,1319,1285,1223,1448,1416,1323,1062,998,1172,"PDIA4"
"293","ENST00000530705","5_302_818",521,1083.33,1168.75,1052.92,1097.33,832,1063.08,1183.5,1355.5,1116.17,1060.75,831.75,1001.25,"TPT1"
"294","ENST00000379742","4_33_2370",2357,649.75,577.5,552.28,630.11,622.78,549.37,782.29,754.71,767.97,1059.01,781.52,893.61,"POSTN"
"295","ENST00000379055","5_349_862",517,1080.33,1167.75,1049.42,1094.83,823.5,1051.08,1179.5,1350.5,1107.17,1055.25,827.25,985.25,"TPT1"
"296","ENST00000549920","5_394_958",570,1319.5,1485.5,1379,1382.5,1419,1337.5,1630.5,1767.5,1589.5,1055,975.5,1287.5,"RPL18"
"297","ENST00000242057","8_644_3188",2556,285,344.5,295,780,734.5,645.5,1152.5,1116,1137.5,1055,783.5,878.5,"AHR"
"298","ENST00000218388","8_171_792",627,1266,1615,1383,1370,1510,1415,1483,1510,1458,1053,1153,1271,"TIMP1"
"299","ENST00000552588","5_39_516",482,1319.5,1484.5,1374,1381.5,1414,1329.5,1628.5,1764.5,1583.5,1052,974.5,1281.5,"RPL18"
"300","ENST00000446231","6_414_11397",11045,432,434.5,374,444,345,347,347,413,383,1049,860,1030,"SMG1"
"301","ENST00000396076","5_334_1336",1008,1195,1380,1255,1361,1225,1148,1238,1191,1131,1044,782,860,"LDHB"
"302","ENST00000374114","7_313_3061",2748,392.92,473,394.67,521,484.75,487.2,1188,1276.75,1205.5,1040.92,748.42,942,"RBM12"
"303","ENST00000614616","4_568_5698",5164,287,263,262,248,207,175,353,411,410,1040,797,888,"CHD1"
"304","ENST00000379056","5_172_586",417,1056.67,1142.08,1033.42,1076.5,801.83,1027.42,1157.83,1318.83,1083.5,1037.92,809.58,958.92,"TPT1"
"305","ENST00000389093","7_285_1656",1379,1709.91,1967.32,1848.28,1730.49,1568.16,1644.82,1765.12,1788.48,1689.66,1037.51,1015.34,1198.04,"PKM"
"306","ENST00000394053","6_81_1131",1059,266,321,266,226,240,209,351,473,410,1037,812,951,"MTHFD2"
"307","ENST00000264279","9_227_1814",1603,308,316,297,325,333,267,445,473,452,1034,708,861,"NOP58"
"308","ENST00000504734","5_86_1967",1897,1352,1363.5,1252,1223,1113,1130,1274,1285,1232.5,1020.5,769.5,940,"CANX"
"309","ENST00000247461","8_201_1977",1791,1352,1362.5,1252,1222,1113,1130,1274,1285,1232.5,1020.5,769.5,940,"CANX"
"310","ENST00000243253","7_185_1613",1441,1124,1341,1231,1295,1202,1228,1645,1449,1495,1020,917,1101,"SEC61A1"
"311","ENST00000316412","9_100_1525",1429,10,10,9,24,21,21,323,368,360,1015,949,1080,"PRAMEF20"
"312","ENST00000295770","3_210_2688",2495,540,499,474,553,554,499,751,759,712,1014,662,816,"STT3B"
"313","ENST00000533655","5_1242_3207",1967,134,122,133,215,218,196,707,778,702,1012,668,882,"DDIAS"
"314","ENST00000263253","8_1220_8462",7274,499,563,502,275,299,298,412,429,434,1012,973,1123,"EP300"
"315","ENST00000389532","8_111_4872",4777,298,342,316,294,254,256,447,496,526,1012,948,1180,"CAMSAP1"
"316","ENST00000264431","8_456_4917",4486,196,184,204,454,459,394,440,429,456,1008,887,948,"RAPGEF2"
"317","ENST00000296564","8_454_7021",6583,462,437,449,389,360,350,560,646,634,1004,818,891,"ICE1"
"318","ENST00000535603","5_511_1714",1215,42.5,45,39,43.5,37,31.5,164,214,204,1003.5,774,904,"IFRD1"
"319","ENST00000616577","4_216_807",596,1037.67,1121.42,998.25,1049.33,801.67,1024.42,1139.17,1293.17,1061.17,1002.08,781.42,961.58,"TPT1"
"320","ENST00000485303","5_276_1923",1654,356.33,324,287.33,469.33,446.16,404.16,819.5,900.33,824.16,1001.16,669.5,856.33,"PVRL3"
"321","ENST00000261497","8_238_1780",1554,968,1252,1081,948,937,832,910,985,937,998,1064,1186,"USP22"
"322","ENST00000242465","3_41_515",478,1197,1385,1260,1203,1144,1120,1174,1339,1187,994,769,892,"SRGN"
"323","ENST00000257904","10_367_1276",915,9732,10183,9890,8179,8530,8385,4003,3533,3741,994,1086,1207,"CDK4"
"324","ENST00000541481","5_119_2366",2266,612.55,550.3,526.88,596.71,589.38,519.97,738.29,712.71,726.37,992.61,741.12,849.62,"POSTN"
"325","ENST00000301740","12_550_8806",8271,769,789,816,725,806,621,401,373,466,992,949,962,"SRRM2"
"326","ENST00000360982","2_760_4162",3433,590.5,600,555,671,570,551,749,750,766.5,990.5,671,807.5,"NCKAP1"
"327","ENST00000361354","8_374_3758",3414,590.5,600,555,671,570,551,749,750,766.5,990.5,671,807.5,"NCKAP1"
"328","ENST00000356956","5_149_7622",7522,494,530,492,578,461,437,673,656,719,989,847,945,"IGF2R"
"329","ENST00000328663","8_468_1260",792,248,266.2,258.2,296.47,265.8,286.07,629.27,650.2,700,980.6,764.47,817.27,"TAF9"
"330","ENST00000373586","1_73_1048",987,783,965,856,879,943,825,1026,1092,1058,977,908,1044,"EIF3I"
"331","ENST00000452085","7_195_3069",2880,223,203,224,391,331,305,554,622,620,977,842,951,"DSE"
"332","ENST00000393964","1_404_1010",612,499,570,515,581,542,508,935,1075,877,972,841,862,"PTTG1"
"333","ENST00000300026","3_220_868",652,1145,1281,1186,1202,1178,1159,1267,1397,1264,970,884,1064,"PPIB"
"334","ENST00000293379","8_116_3410",3323,2479,2868,2524,2408,2516,2275,1817,1806,1711,966,1023,1178,"ITGA5"
"335","ENST00000409792","3_176_7736",7578,550,613,504,448,436,406,545,585,622,965,793,863,"SETD2"
"336","ENST00000624234","3_79_1771",1706,624.5,804.5,681,684,625,682.5,762.5,875.5,827,964.5,808.5,857,"EIF3L"
"337","ENST00000343537","11_320_3695",3391,109,108.33,105,184.5,177,187.5,479,501.83,511.5,963.33,753,889.17,"TP53BP2"
"338","ENST00000216181","9_232_6112",5919,3585,3839,4115,4285,3023,3888,2513,2201,2235,963,996,1358,"MYH9"
"339","ENST00000324545","8_634_8344",7755,739.33,753.67,713,812.67,737.67,666.17,554.67,544.67,574.83,963,705.5,856.5,"USP9X"
"340","ENST00000378308","6_634_8296",7707,739.33,753.67,713,811.67,737.67,666.17,554.67,544.67,574.83,963,704.5,856.5,"USP9X"
"341","ENST00000361891","8_127_1297",1183,528.5,563.17,517.5,507.17,485.17,480.33,680,746.33,720,954.17,842,898.17,"ILF2"
"342","ENST00000453386","6_277_1141",872,338.5,369.5,365,350,321,326.5,614.5,704.5,645.5,953.5,824.5,986,"TRA2B"
"343","ENST00000550952","5_40_2815",2784,919,1052,907,913.5,895.5,858.5,1042.5,1161.5,1010.5,951,855.5,984,"NACA"
"344","ENST00000305135","9_196_4462",4297,358,416,401,377,388,372,632,579,605,951,856,891,"YEATS2"
"345","ENST00000615950","4_240_1296",1066,527.5,562.17,516,506.67,482.67,478.83,678.5,743.83,714.5,949.17,837.5,895.17,"ILF2"
"346","ENST00000356769","7_1938_2583",651,911,1049,903,909.5,893.5,855.5,1037.5,1157.5,1002.5,947,850.5,982,"NACA"
"347","ENST00000297338","6_289_2182",1905,895,1000,832,1003,886,834,902,920,864,946,714,876,"RAD21"
"348","ENST00000337859","10_228_1506",1289,251,235,248,252,252,202,395,398,412,943,675,797,"ZC3H15"
"349","ENST00000367498","7_645_2550",1917,336,308,336,484,422,460,667,707,734,940,623,792,"IVNS1ABP"
"350","ENST00000268379","8_765_2124",1374,422,510,455,440,427,394,604,607,564,940,771,892,"UQCRC2"
"351","ENST00000391878","6_584_3785",3216,107,106.33,104,181.5,175.5,184,468,491.33,503,938.33,740.5,867.67,"TP53BP2"
"352","ENST00000368468","3_443_2402",1970,87,104,87,168,106,126,547,599,545,938,689,888,"MAN1A1"
"353","ENST00000272233","5_393_981",590,223,278,289,89,96,64,297,325,320,937,669,949,"RHOB"
"354","ENST00000025008","9_525_5307",4803,212,192.5,200.5,185.5,172.5,166,190,228,249,935.5,632.5,744.5,"RB1CC1"
"355","ENST00000435644","6_516_5289",4794,212,192.5,200.5,185.5,172.5,166,190,228,249,935.5,632.5,744.5,"RB1CC1"
"356","ENST00000565154","5_127_1942",1826,1495.91,1672.09,1604.99,1519.17,1368.76,1453.06,1558.93,1546.98,1459.36,934.47,894.5,1062.7,"PKM"
"357","ENST00000565184","5_185_1883",1708,1495.41,1670.59,1603.49,1518.67,1366.76,1452.56,1558.93,1546.48,1459.36,933.97,893.5,1061.7,"PKM"
"358","ENST00000252699","6_77_2810",2755,3355,3973,3906,3956,3821,3452,2512,2360,2391,931,899,1223,"ACTN4"
"359","ENST00000319622","10_501_2094",1602,1494.91,1670.34,1602.49,1517.67,1364.51,1450.56,1558.18,1545.73,1457.61,930.97,891.5,1060.7,"PKM"
"360","ENST00000568459","5_175_1783",1618,1495.41,1671.59,1602.49,1517.67,1364.76,1452.56,1559.43,1546.98,1458.86,930.97,893,1061.7,"PKM"
"361","ENST00000422154","6_456_1320",864,1256,1430,1328,1419,1302,1177,996,1061,992,927,685,830,"MORF4L2"
"362","ENST00000370435","4_135_1488",1361,438,468,448,545,572,561,757,847,709,926,640,786,"OGFRL1"
"363","ENST00000373715","10_117_609",498,521,520,495,389,408,382,233,280,279,924,746,865,"SRSF3"
"364","ENST00000268182","9_125_5096",5010,1321,1146,1541,1673,1505,1442,1111,1058,840,921,656,874,"IQGAP1"
"365","ENST00000392168","6_615_1818",1210,412,400.5,370,381,364.5,354,509.5,566.5,530.5,909.5,645,747.5,"TCP1"
"366","ENST00000298699","6_182_1424",1253,1,0,0,51,59,48,485,549,591,909,663,746,"C12orf50"
"367","ENST00000403633","6_530_962",437,259,314,276,266,246,258,380,540,456,908,787,813,"BUD31"
"368","ENST00000251496","6_177_3222",3067,452,455,393,458,451,462,753,877,773,907,533,775,"NCAPG"
"369","ENST00000175091","4_509_1208",705,659,621,646,660,675,587,850,841,803,906,681,779,"LAPTM4A"
"370","ENST00000370521","7_360_3312",2975,137,120.5,125,172.5,150,136,274.5,266.5,298.5,905,669,768.5,"PKN2"
"371","ENST00000370763","5_258_1269",1015,1221,1115,1030,670,669,652,987,970,992,903,594,825,"DNAJB4"
"372","ENST00000369162","6_346_6952",6646,685.83,654.5,647,665.5,563.33,592.67,555.17,567.17,597.83,900.67,704.5,788,"ASCC3"
"373","ENST00000260526","10_184_3967",3804,1018,1087,1020,1058,986,853,666,605,646,900,639,745,"ARHGAP29"
"374","ENST00000356978","8_249_696",454,557,589,575,585,561,525,803,774,700,900,649,702,"CALM1"
"375","ENST00000259253","10_48_4713",4707,746,667,657,627,621,589,687,700,651,898,693,805,"UGGT1"
"376","ENST00000538576","5_833_2333",1503,480,529,483,493,467,480,583,493,529,897,731,852,"SLC16A1"
"377","ENST00000267884","10_73_481",412,601,631,610,653,624,659,947,1007,968,897,960,940,"SRP14"
"378","ENST00000377191","4_96_2946",2881,608,691,575,675,603,586,726,762,718,896,658,805,"XRN2"
"379","ENST00000519065","5_378_1842",1477,476,432,423,439,430,417,534,537,573,896,591,754,"HDAC2"
"380","ENST00000612748","1_218_2567",2353,136.33,143.67,130.33,359.5,334.17,291.33,825.16,852.16,934.66,892.16,905.5,1087,"PEG10"
"381","ENST00000265069","12_104_3326",3241,692,794,740,663,676,639,598,685,594,891,832,886,"ZFR"
"382","ENST00000356721","3_425_1364",940,19.67,21,22.67,208.66,202.33,213,1860.14,2082.97,1878.3,890.99,729.99,841.65,"SIAH1"
"383","ENST00000380006","2_1407_2301",894,19.67,21,22.67,208.66,200.33,213,1856.14,2081.97,1879.3,890.99,728.99,838.65,"SIAH1"
"384","ENST00000568007","5_1596_2442",846,19.67,21,22.67,208.66,199.33,213,1853.64,2079.97,1875.3,889.99,727.99,837.65,"SIAH1"
"385","ENST00000378565","9_204_1002",805,517,564,485,577,460,453,734,748,778,886,561,640,"ITM2B"
"386","ENST00000237654","8_578_1709",1136,669,713.5,680.5,674,645.5,649.5,676.5,717.5,672,885.5,603,730,"CCNI"
"387","ENST00000356805","8_282_7374",7128,1450,1246,1591,1890,1557,1651,1392,1502,1227,884,816,1040,"SPTBN1"
"388","ENST00000367607","7_419_9770",9389,455,475,496,408,370,309,461,525,536,882,651,777,"CEP350"
"389","ENST00000317147","9_334_7462",7175,405.5,413,405.5,410.5,365.66,358,392.33,408.33,417.5,881.66,677.66,746.83,"CNOT1"
"390","ENST00000569240","5_282_7395",7160,405.5,413,405.5,410.5,365.66,358,392.33,408.33,417.5,881.66,677.66,746.83,"CNOT1"
"391","ENST00000344113","8_213_20868",20770,126.92,119.92,187.17,211.75,197.58,187.67,289.58,291.92,267.92,881.58,670.67,782.5,"SYNE2"
"392","ENST00000358025","7_213_20934",20837,126.92,119.92,187.17,211.75,197.58,187.67,290.08,291.92,267.92,881.58,670.67,783,"SYNE2"
"393","ENST00000339950","4_816_3171",2364,450,410,414,440,448,377,603,732,698,880,544,722,"USP1"
"394","ENST00000381287","8_1001_2708",1715,299.25,312.66,272,303.41,255.16,252.58,435.66,491.66,470.24,879.74,673.32,740.82,"IL6ST"
"395","ENST00000367429","8_241_3934",3716,613.5,586.5,547.5,568.5,550,503.5,667.5,760.5,715.5,875,643,691,"CFH"
"396","ENST00000381844","8_165_900",739,855,1016,872,936,914,824,971,1018,901,872,704,782,"YWHAQ"
"397","ENST00000303296","8_306_3951",3662,234.5,260.5,241.5,272.5,268.5,264.5,506.5,567,509,867,689,760.5,"HIPK3"
"398","ENST00000525975","5_84_3666",3598,233.5,259.5,241.5,271.5,268.5,264.5,506.5,566,509,866,688,760.5,"HIPK3"
"399","ENST00000261349","8_78_4917",4861,177,249,150,250,239,232,553,572,534,863,727,782,"LRP6"
"400","ENST00000372771","4_124_5770",5655,360,333,358,682,516,545,642,656,643,860,584,675,"RLF"
"401","ENST00000436063","6_59_2327",2274,277,244,287,219,188,178,370,428,441,858,632,732,"DNTTIP2"
"402","ENST00000270776","12_39_1488",1463,528,588,581,608,624,527,839,791,857,857,814,950,"PGD"
"403","ENST00000370513","9_9_2817",2830,125,116.5,115,161.5,144,129,265.5,253.5,281.5,857,632,716.5,"PKN2"
